testcase_id,status,notes
RMLTC0027a-JSON,failed,RML mapping rules are considered as not valid as typhon-rml still uses an old version of RML shacl shapes.
RMLTC0027b-JSON,failed,RML mapping rules are considered as not valid as typhon-rml still uses an old version of RML shacl shapes.
RMLTC0027c-JSON,passed,
RMLTC0028a-JSON,passed,
RMLTC0028b-JSON,passed,
RMLTC0028c-JSON,passed,
RMLTC0029a-JSON,failed,Constant shortcut for subject not handled
RMLTC0030a-JSON,passed,
RMLTC0030b-JSON,passed,
RMLTC0030c-JSON,passed,
RMLTC0030d-JSON,passed,
RMLTC0030e-JSON,passed,
RMLTC0030f-JSON,passed,
RMLTC0031a-JSON,passed,
RMLTC0031b-JSON,passed,
RMLTC0031c-JSON,passed,
RMLSTC0001a,passed,
RMLSTC0001b,failed,typhon-rml always expects utf8 input
RMLSTC0002a,passed,
RMLSTC0002b,passed,
RMLSTC0002c,passed,
RMLSTC0002d,failed,typhon-rml does not handle xz compression
RMLSTC0002e,passed,
RMLSTC0003,passed,
RMLSTC0004a,passed,
RMLSTC0004b,passed,
RMLSTC0004c,passed,
RMLSTC0006a,failed,"missing insert statements and DB configuration, not executed."
RMLSTC0006b,failed,typhon-rml does handle rml:CurrentWorkingDirectory
RMLSTC0007a,passed,
RMLSTC0007b,passed,
RMLSTC0007c,passed,
RMLSTC0007d,failed,Problem in the generation of needed XPath
RMLSTC0008a,passed,
RMLSTC0008b,passed,
RMLSTC0009a,failed,Error not generated by typhon-rml. CSV with quoted columns is parsed without throwing error.
RMLSTC0010a,passed,
RMLSTC0010b,passed,
RMLSTC0011a,passed,
RMLSTC0011b,failed,No cartesian product handling
RMLSTC0011c,failed,No cartesian product handling
RMLSTC0011d,passed,
RMLSTC0011e,failed,No cartesian product handling
RMLSTC0012a,passed,
RMLSTC0012b,passed,
RMLSTC0012c,passed,
RMLSTC0012d,passed,
RMLSTC0012e,passed,
RMLTTC0000,passed,
RMLTTC0001a,passed,
RMLTTC0001b,passed,
RMLTTC0001c,passed,
RMLTTC0001d,passed,
RMLTTC0001e,passed,
RMLTTC0001f,passed,
RMLTTC0002a,failed,"typhon-rml can only produce one output file, not multiple."
RMLTTC0002b,passed,
RMLTTC0002c,passed,
RMLTTC0002d,passed,
RMLTTC0002e,passed,
RMLTTC0002f,passed,
RMLTTC0002g,passed,
RMLTTC0002h,passed,
RMLTTC0002i,passed,
RMLTTC0002j,passed,
RMLTTC0002k,passed,
RMLTTC0002l,passed,
RMLTTC0002m,passed,
RMLTTC0002n,passed,
RMLTTC0002o,passed,
RMLTTC0002p,passed,
RMLTTC0002q,passed,
RMLTTC0002r,passed,
RMLTTC0003a,passed,
RMLTTC0004a,passed,
RMLTTC0004b,passed,
RMLTTC0004c,passed,
RMLTTC0004d,passed,
RMLTTC0004e,passed,
RMLTTC0004f,passed,
RMLTTC0004g,passed,
RMLTTC0005a,passed,
RMLTTC0005b,passed,
RMLTTC0006a,passed,
RMLTTC0006b,passed,
RMLTTC0006c,passed,
RMLTTC0006d,passed,
RMLTTC0006e,passed,
RMLTTC0007a,passed,
RMLTC-CC-0001-Alt,inapplicable,
RMLTC-CC-0001-Bag,inapplicable,
RMLTC-CC-0001-List,inapplicable,
RMLTC-CC-0001-Seq,inapplicable,
RMLTC-CC-0002-Bag,inapplicable,
RMLTC-CC-0002-List,inapplicable,
RMLTC-CC-0003-EB,inapplicable,
RMLTC-CC-0003-EL,inapplicable,
RMLTC-CC-0003-EL-BN,inapplicable,
RMLTC-CC-0003-EL-Named,inapplicable,
RMLTC-CC-0003-NEB,inapplicable,
RMLTC-CC-0003-NEL,inapplicable,
RMLTC-CC-0003-NELb,inapplicable,
RMLTC-CC-0004-SM1,inapplicable,
RMLTC-CC-0004-SM2,inapplicable,
RMLTC-CC-0004-SM3,inapplicable,
RMLTC-CC-0004-SM4,inapplicable,
RMLTC-CC-0004-SM5,inapplicable,
RMLTC-CC-0005-App1,inapplicable,
RMLTC-CC-0005-App2,inapplicable,
RMLTC-CC-0005-Car1,inapplicable,
RMLTC-CC-0005-Car2,inapplicable,
RMLTC-CC-0006-IT0,inapplicable,
RMLTC-CC-0006-IT1,inapplicable,
RMLTC-CC-0006-IT2,inapplicable,
RMLTC-CC-0006-IT3,inapplicable,
RMLTC-CC-0006-IT4,inapplicable,
RMLTC-CC-0006-IT5,inapplicable,
RMLTC-CC-0007-NES,inapplicable,
RMLTC-CC-0008-ROMa,inapplicable,
RMLTC-CC-0008-ROMb,inapplicable,
RMLTC-CC-0009-DUP-Bag,inapplicable,
RMLTC-CC-0009-DUP-List,inapplicable,
RMLTC-CC-0010-Lista,inapplicable,
RMLTC-CC-0010-Listb,inapplicable,
RMLFNMLTC0002-CSV,inapplicable,
RMLFNMLTC0003-CSV,inapplicable,
RMLFNMLTC0004-CSV,inapplicable,
RMLFNMLTC0005-CSV,inapplicable,
RMLFNMLTC0007-CSV,inapplicable,
RMLFNMLTC0008-CSV,inapplicable,
RMLFNMLTC0011-CSV,inapplicable,
RMLFNMLTC0021-CSV,inapplicable,
RMLFNMLTC0031-CSV,inapplicable,
RMLFNMLTC0032-CSV,inapplicable,
RMLFNMLTC0041-CSV,inapplicable,
RMLFNMLTC0051-CSV,inapplicable,
RMLFNMLTC0061-CSV,inapplicable,
RMLFNMLTC0071-CSV,inapplicable,
RMLFNMLTC0081-CSV,inapplicable,
RMLFNMLTC0101-CSV,inapplicable,
RMLFNMLTC0102-CSV,inapplicable,
RMLFNMLTC0103-CSV,inapplicable,
RMLFNMLTC0104-CSV,inapplicable,
RMLLVTC0000a,passed,Initial implementation at https://github.com/cefriel/mapping-template/tree/feat-lv. Not integrated in typhon-rml.
RMLLVTC0000b,passed,Initial implementation at https://github.com/cefriel/mapping-template/tree/feat-lv. Not integrated in typhon-rml.
RMLLVTC0000c,passed,Initial implementation at https://github.com/cefriel/mapping-template/tree/feat-lv. Not integrated in typhon-rml.
RMLLVTC0001a,passed,Initial implementation at https://github.com/cefriel/mapping-template/tree/feat-lv. Not integrated in typhon-rml.
RMLLVTC0001b,passed,Initial implementation at https://github.com/cefriel/mapping-template/tree/feat-lv. Not integrated in typhon-rml.
RMLLVTC0001c,passed,Initial implementation at https://github.com/cefriel/mapping-template/tree/feat-lv. Not integrated in typhon-rml.
RMLLVTC0001d,passed,Initial implementation at https://github.com/cefriel/mapping-template/tree/feat-lv. Not integrated in typhon-rml.
RMLLVTC0002a,passed,Initial implementation at https://github.com/cefriel/mapping-template/tree/feat-lv. Not integrated in typhon-rml.
RMLLVTC0002b,passed,Initial implementation at https://github.com/cefriel/mapping-template/tree/feat-lv. Not integrated in typhon-rml.
RMLLVTC0002c,inapplicable,
RMLLVTC0003a,inapplicable,
RMLLVTC0003b,inapplicable,
RMLLVTC0003c,inapplicable,
RMLLVTC0004a,inapplicable,
RMLLVTC0004b,inapplicable,
RMLLVTC0004c,inapplicable,
RMLLVTC0004d,inapplicable,
RMLLVTC0005a,inapplicable,
RMLLVTC0005b,inapplicable,
RMLLVTC0005c,inapplicable,
RMLLVTC0006a,inapplicable,
RMLLVTC0006b,inapplicable,
RMLLVTC0006c,inapplicable,
RMLLVTC0006d,inapplicable,
RMLLVTC0006e,inapplicable,
RMLLVTC0006f,inapplicable,
RMLLVTC0007a,inapplicable,
RMLLVTC0007b,inapplicable,
RMLLVTC0007c,inapplicable,
RMLLVTC0008a,inapplicable,
RMLLVTC0008b,inapplicable,
RMLLVTC0008c,inapplicable,
RMLLVTC0008d,inapplicable,
RMLLVTC0009a,inapplicable,
RMLLVTC0009b,inapplicable,
RMLLVTC0009c,inapplicable,
RMLLVTC0010a,inapplicable,
RMLLVTC0010b,inapplicable,
RMLLVTC0010c,inapplicable,
RMLLVTC0010d,inapplicable,
RMLLVTC0010e,inapplicable,
